"","X","player","position","team","points","sd_pts","dropoff","floor","ceiling","points_vor","floor_vor","ceiling_vor","rank","floor_rank","ceiling_rank","position_rank","tier","adp","aav","uncertainty","replacement_points","vorp","flex_vorp"
"108",144,"Bengals","DST","CIN",88.7,9.95,1.29,74.6,102,-11,-14.9,-12.6,108,158,138,13,8,150,1.02,58,92.2,-3.5,-9999
"109",138,"Daniel Carlson","K","LVR",135,10,2.22,121,147,-8.73,-12.2,-7.82,109,145,124,17,3,156,1.51,55,139,-4,-9999
"110",147,"Seahawks","DST","SEA",87.4,7.17,0.186,75.7,93,-12.2,-13.8,-21.3,110,154,171,14,8,167,0.7,61,92.2,-4.8,-9999
"111",115,"Tua Tagovailoa","QB","MIA",311,26.2,2.86,278,361,-2.05,-3.69,13.9,111,114,76,14,5,105,7.1,54,316,-5,-9999
"112",148,"Giants","DST","NYG",87.2,9.85,0.262,72.7,99.9,-12.4,-16.8,-14.4,111,164,145,15,8,161,0.7,94,92.2,-5,-9999
"113",150,"Raiders","DST","LVR",86.9,4.34,0.355,81.2,92.4,-12.7,-8.39,-21.8,113,131,172,16,8,169,0.61,52,92.2,-5.3,-9999
"114",151,"Saints","DST","NO",86.6,6.99,0.932,75.6,94.6,-13,-14,-19.6,114,155,163,17,9,158,1,13,92.2,-5.60000000000001,-9999
"115",63,"Devin Singletary","RB","NYG",167,23,4.52,148,204,23.6,46.5,34.3,115,41,47,26,7,98,9.89,50,173,-6,-4
"116",73,"Tee Higgins","WR","CIN",185,13.4,0.575,164,203,16.9,18.8,8.1,115,78,85,26,6,58.1,20.3,13,191,-6,14
"117",77,"Zay Flowers","WR","BAL",185,7.12,1.03,176,196,16.3,31.2,1.16,115,65,101,26,6,72.3,10.5,3,191,-6,14
"118",142,"Chris Boswell","K","PIT",133,4.55,0.0524,127,139,-10.9,-5.68,-15.1,115,120,148,18,3,150,0.6,26,139,-6,-9999
"119",143,"Chase McLaughlin","K","TB",133,7.57,0.506,120,143,-11,-12.7,-11.4,115,147,134,18,3,170,0.696,71,139,-6,-9999
"120",145,"Dustin Hopkins","K","CLE",133,9.05,0.0389,120,145,-11.5,-13.3,-9.52,115,152,127,18,3,151,0.904,32,139,-6,-9999
"121",153,"Lions","DST","DET",85.7,11.3,0.152,66.5,98.1,-14,-23.1,-16.1,121,185,153,18,10,158,1.11,84,92.2,-6.5,-9999
"122",154,"Packers","DST","GB",85.5,9.91,0.554,67.1,93.6,-14.1,-22.4,-20.7,122,181,167,19,10,151,0.5,87,92.2,-6.7,-9999
"123",78,"Malik Nabers","WR","NYG",184,11.3,4.59,167,203,15.3,22.2,8.06,123,76,86,28,7,57.3,30.3,18,191,-7,13
"124",146,"Cam Little","K","JAC",132,11.5,0.99,120,151,-11.5,-12.7,-3.6,123,148,109,21,3,170,1.84,90,139,-7,-9999
"125",156,"Chargers","DST","LAC",85,10.3,0.704,71.5,95.8,-14.7,-18.1,-18.4,125,168,159,20,11,162,0.65,90,92.2,-7.2,-9999
"126",121,"Caleb Williams","QB","CHI",308,20.5,1.23,281,333,-4.91,0,-14.1,126,103,142,15,5,110,23.6,40,316,-8,-9999
"127",149,"Matt Prater","K","ARI",131,4.77,1.95,125,138,-12.5,-7.72,-16.5,126,129,155,22,3,148,0.55,61,139,-8,-9999
"128",157,"Jaguars","DST","JAC",84.2,2.5,1.41,79.5,86.6,-15.4,-10,-27.7,126,137,189,21,12,151,0.65,10,92.2,-8,-9999
"129",126,"Justin Herbert","QB","LAC",307,22.7,2.88,279,333,-6.14,-2.62,-14.5,129,108,146,16,5,112,8.85,60,316,-9,-9999
"130",155,"Joshua Karty","K","LAR",130,8.15,1.64,120,140,-14.5,-12.8,-14.2,129,150,143,23,4,180,0,81,139,-9,-9999
"131",161,"Bears","DST","CHI",82.8,6.06,0.467,75.8,90.4,-16.8,-13.8,-23.8,131,153,180,22,13,145,0.7,26,92.2,-9.40000000000001,-9999
"132",163,"Buccaneers","DST","TB",82.4,10.1,0.0801,68,92,-17.3,-21.5,-22.2,132,179,175,23,13,159,0.5,74,92.2,-9.8,-9999
"133",164,"Vikings","DST","MIN",82.3,6.93,0.393,69.6,90.8,-17.3,-19.9,-23.4,133,173,179,24,13,150,0.55,42,92.2,-9.90000000000001,-9999
"134",71,"Tony Pollard","RB","TEN",163,17.8,1.98,147,196,19.1,45.4,26.5,134,44,55,27,7,75.5,21.6,37,173,-10,-8
"135",166,"Rams","DST","LAR",81.9,8.82,0.536,68.8,93.8,-17.7,-20.7,-20.4,135,176,164,25,14,170,0,65,92.2,-10.3,-9999
"136",168,"Patriots","DST","NE",81.4,3.81,0.211,76.3,87.2,-18.3,-13.3,-27,136,151,188,26,14,161,0.733,23,92.2,-10.8,-9999
"137",158,,"K",,128,11.5,0.0257,113,143,-16.1,-20,-11.3,137,174,131,24,4,163,1.22,84,139,-11,-9999
"138",159,"Wil Lutz","K","DEN",128,6.53,0.927,120,136,-16.2,-12.7,-19,137,149,161,24,4,151,1.05,39,139,-11,-9999
"139",169,"Commanders","DST","WAS",81.1,18,0.255,51.6,97.4,-18.5,-37.9,-16.8,139,208,156,27,15,170,0,99,92.2,-11.1,-9999
"140",170,"Falcons","DST","ATL",80.9,11.6,1.03,65.3,92.3,-18.7,-24.3,-22,140,189,174,28,16,166,0,68,92.2,-11.3,-9999
"141",72,"Brian Robinson","RB","WAS",161,17.1,0.776,134,182,17.1,32.8,12.8,141,63,78,28,7,93.8,6.03,23,173,-12,-10
"142",82,"Nathaniel Dell","WR","HOU",179,17.3,2.34,156,206,10.7,10.6,11.2,141,89,81,29,7,64.4,9.7,52,191,-12,8
"143",140,"Jayden Daniels","QB","WAS",304,22.5,4.7,283,335,-9.02,1.17,-12.1,141,99,136,17,5,106,22.3,46,316,-12,-9999
"144",162,"Nick Folk","K","TEN",127,6.75,2.81,117,133,-17.1,-15.5,-21.3,141,161,170,26,4,148,0.5,77,139,-12,-9999
"145",174,"Broncos","DST","DEN",79.9,7.87,2.01,70.5,93.3,-19.8,-19,-20.9,145,171,168,29,17,134,0.55,81,92.2,-12.3,-9999
"146",76,"Jaylen Warren","RB","PIT",160,8.17,1.54,145,170,16.3,43.9,0,146,45,103,29,7,94.9,7.38,1,173,-13,-11
"147",79,"Javonte Williams","RB","DEN",159,28.9,7.45,101,195,14.8,0,25.5,147,103,58,30,8,98.2,8.6,69,173,-14,-12
"148",85,"Chris Godwin","WR","TB",177,11.7,0.0615,162,199,8.39,17.1,3.38,147,80,93,30,7,89.9,12,23,191,-14,6
"149",86,"Christian Kirk","WR","JAC",177,12.8,0.0304,159,198,8.33,13.4,3.11,147,85,95,30,7,78.9,10.2,20,191,-14,6
"150",87,"Calvin Ridley","WR","TEN",177,10.9,0.795,162,197,8.3,16.9,1.62,147,81,98,30,7,71.8,14.4,14,191,-14,6
"151",180,"Titans","DST","TEN",77.9,8.59,1.94,65.6,89.7,-21.8,-24,-24.5,151,186,183,30,18,170,0,71,92.2,-14.3,-9999
"152",88,"Keenan Allen","WR","CHI",176,23.6,4.28,146,207,7.5,0.429,11.8,152,101,80,33,7,73.2,15.1,69,191,-15,5
"153",175,"Will Reichard","K","MIN",124,9.99,2.81,110,138,-19.9,-22.6,-16.9,152,182,157,27,4,169,1.2,94,139,-15,-9999
"154",184,"Cardinals","DST","ARI",75.9,13.5,1.22,52.4,92.3,-23.7,-37.2,-21.9,154,205,173,31,19,153,0.1,32,92.2,-16.3,-9999
"155",152,"Kirk Cousins","QB","ATL",299,27.2,3.03,266,341,-13.7,-15.3,-5.93,155,159,121,18,5,132,6.35,63,316,-17,-9999
"156",189,"Panthers","DST","CAR",74.7,11.4,0,58.6,89.6,-24.9,-30.9,-24.7,156,199,184,32,19,170,0,77,92.2,-17.5,-9999
"157",165,"Tyler Conklin","TE","NYJ",103,10.9,1.85,88.7,120,-17.7,-12.1,-22.9,157,144,176,17,7,172,2.97,41,121,-18,-68
"158",181,"Graham Gano","K","NYG",121,12.7,1.96,104,141,-22.7,-29.2,-13.7,157,195,141,28,4,170,0,87,139,-18,-9999
"159",92,"Jayden Reed","WR","GB",171,15.6,0.282,151,191,3.22,5.78,-4.14,159,94,111,34,7,83,6.13,56,191,-20,0
"160",93,"Terry McLaurin","WR","WAS",171,16.4,2.94,153,200,2.94,7.54,4.69,159,91,89,34,7,78.4,11.9,41,191,-20,0
"161",160,"Aaron Rodgers","QB","NYJ",296,19.8,1.09,274,333,-16.7,-7.38,-13.7,159,126,140,19,5,132,7.63,57,316,-20,-9999
"162",173,"Hunter Henry","TE","NE",101,11.8,1.51,89.5,122,-19.6,-11.3,-21.2,159,139,169,18,7,162,2.71,32,121,-20,-70
"163",188,"Eddy Pineiro","K","CAR",119,9.55,8.95,109,137,-24.7,-24,-17.8,159,187,158,29,5,170,0,74,139,-20,-9999
"164",167,"Matthew Stafford","QB","LAR",295,13.8,1.49,278,316,-17.8,-3.45,-31.3,164,112,195,20,5,136,4.92,1,316,-21,-9999
"165",178,"Taysom Hill","TE","NO",99.9,14.3,1.69,82.5,116,-21.1,-18.3,-26.5,165,169,186,19,7,160,1.64,97,121,-21.1,-71.1
"166",89,"Austin Ekeler","RB","WAS",151,14.8,2.53,132,171,7.31,31.3,1.48,166,64,100,31,8,78.3,23.5,34,173,-22,-20
"167",171,"Deshaun Watson","QB","CLE",294,12.8,2.14,275,317,-19.3,-6.46,-30.5,166,123,193,21,5,150,6.62,11,316,-22,-9999
"168",182,"Chigoziem Okonkwo","TE","TEN",98.2,14.6,0.0992,78.9,122,-22.8,-21.8,-20.5,168,180,165,20,7,174,2.79,68,121,-22.8,-72.8
"169",183,"Juwan Johnson","TE","NO",98.1,17.8,2.55,72.6,128,-22.9,-28.2,-14.8,169,193,147,21,8,187,2.63,74,121,-22.9,-72.9
"170",105,"Diontae Johnson","WR","CAR",168,15,6.62,145,192,0,0,-3.69,170,103,110,36,8,93,8.82,48,191,-23,-3
"171",91,"Tyjae Spears","RB","TEN",149,9.89,3.23,135,164,4.78,33.8,-5.74,171,59,119,32,8,107,4.92,4,173,-24,-22
"172",179,"Baker Mayfield","QB","TB",292,12.6,8.96,272,308,-21.5,-9.06,-39.4,171,134,213,22,6,149,4.58,3,316,-24,-9999
"173",191,"Luke Musgrave","TE","GB",95.6,19.7,0.874,65.4,117,-25.4,-35.4,-26,173,202,185,22,8,156,1.99,56,121,-25.4,-75.4
"174",192,"Cade Otton","TE","TB",94.7,8.02,5.9,83.8,105,-26.3,-17,-38.1,174,166,210,23,8,173,2.09,24,121,-26.3,-76.3
"175",97,"Nick Chubb","RB","CLE",145,29.4,0.387,105,182,1.55,4.02,12.3,175,95,79,33,8,86.6,14.4,87,173,-28,-26
"176",99,"Ezekiel Elliott","RB","DAL",145,14.5,1.16,115,154,1.16,14.3,-15.2,175,84,149,33,8,115,7.42,29,173,-28,-26
"177",104,"Zack Moss","RB","CIN",144,28.7,2.56,95.1,183,0,-6.09,13.5,177,121,77,35,8,94.7,9.61,67,173,-29,-27
"178",130,"Marquise Brown","WR","KC",162,21.9,0.832,130,197,-6.62,-15.6,1.59,177,163,99,37,8,95.9,7.19,83,191,-29,-9
"179",209,"Anders Carlson","K","GB",110,28.4,2.77,55.8,131,-33.6,-77.1,-23,177,283,177,30,6,170,0,97,139,-29,-9999
"180",134,"Rashee Rice","WR","KC",161,16.9,0.192,134,181,-7.45,-10.8,-14.2,180,138,144,38,8,94.2,6.17,66,191,-30,-10
"181",135,"Jordan Addison","WR","MIN",161,17.8,0.883,133,184,-7.64,-12.1,-11.4,180,143,133,38,8,110,4.36,61,191,-30,-10
"182",137,"Christian Watson","WR","GB",160,23.6,2.19,126,189,-8.53,-18.9,-6.33,182,170,122,40,8,96.9,7.21,79,191,-31,-11
"183",215,"Chad Ryland","K","NE",108,13,21.5,89.4,122,-36.4,-43.5,-32.3,182,215,198,31,7,170,0,68,139,-31,-9999
"184",116,"Chase Brown","RB","CIN",141,13.6,5.09,122,160,-2.56,20.8,-9.92,184,77,129,36,9,109,6.34,27,173,-32,-30
"185",203,"Noah Fant","TE","SEA",88.8,8.69,8.3,77.8,104,-32.2,-23,-38.5,185,184,211,24,9,180,3.84,38,121,-32.2,-82.2
"186",141,"DeAndre Hopkins","WR","TEN",158,21.6,8.6,130,195,-10.7,-15.5,0,186,162,103,41,8,96.9,9.3,68,191,-33,-13
"187",197,"Geno Smith","QB","SEA",283,17,4.81,257,305,-30.4,-24.2,-41.8,186,188,223,23,6,154,4.66,29,316,-33,-9999
"188",136,"Jonathon Brooks","RB","CAR",136,29.3,1.35,95.8,184,-7.65,-5.36,14.6,188,119,74,37,9,87.7,19.3,89,173,-37,-35
"189",139,"Gus Edwards","RB","LAC",135,33.3,15,85.8,189,-8.99,-15.4,19,189,160,69,38,10,107,6.85,76,173,-38,-36
"190",213,"Daniel Jones","QB","NYG",278,24.6,2.1,244,308,-35.2,-37.2,-39.4,189,206,214,24,6,167,3.3,71,316,-38,-9999
"191",217,"Derek Carr","QB","NO",276,18.3,14.7,253,298,-37.4,-28.2,-48.7,191,194,235,25,7,155,4.52,66,316,-40,-9999
"192",218,"Darren Waller","TE","FA",80.5,,0.538,,,-40.5,,,192,,,25,9,,,,121,-40.5,-90.5
"193",219,"Jonnu Smith","TE","MIA",80,18.5,2.78,62.9,114,-41,-37.8,-28.7,193,207,190,26,9,182,3.48,91,121,-41,-91
"194",172,"Jaxon Smith-Njigba","WR","SEA",149,14.6,1.67,136,176,-19.3,-9.32,-19.5,194,135,162,42,9,109,5.1,44,191,-42,-22
"195",223,"Isaiah Likely","TE","BAL",77.2,24.4,6.64,49.1,119,-43.8,-51.7,-24,195,231,181,27,9,162,1.7,85,121,-43.8,-93.8
"196",176,"Jakobi Meyers","WR","LVR",147,22.1,0.122,125,180,-21,-20.7,-15.3,196,175,152,43,9,140,3.35,76,191,-44,-24
"197",177,"Courtland Sutton","WR","DEN",147,8.85,2.99,136,163,-21.1,-8.75,-32.4,196,132,200,43,9,118,5.29,7,191,-44,-24
"198",186,"Jameson Williams","WR","DET",144,12.8,1.35,130,163,-24.1,-14.9,-32.8,198,157,201,45,9,116,4.83,51,191,-47,-27
"199",190,"Ladd McConkey","WR","LAC",143,18.4,1.87,115,172,-25.4,-30.1,-23.4,199,197,178,46,9,104,11.3,82,191,-48,-28
"200",193,"Tyler Lockett","WR","SEA",141,7.25,2.23,130,150,-27.3,-14.8,-45.6,200,156,229,47,9,128,5.7,6,191,-50,-30
"201",231,"Daniel Bellinger","TE","NYG",70.5,21.4,0.728,51.1,102,-50.4,-49.7,-40.6,201,225,217,28,10,182,2.7,82,121,-50.5,-100.5
"202",233,"Mike Gesicki","TE","CIN",69.8,16,1.33,47.4,91.9,-51.2,-53.4,-51,202,235,239,29,10,185,2.57,65,121,-51.2,-101.2
"203",195,"Brandin Cooks","WR","DAL",139,11.2,0.46,124,155,-29.5,-21.5,-40.5,203,178,216,48,9,139,4.27,34,191,-52,-32
"204",236,"Tyler Higbee","TE","LAR",68.5,17.2,0.788,48.2,93.5,-52.5,-52.6,-49.4,204,233,237,30,10,170,2.16,59,121,-52.5,-102.5
"205",244,"Riley Patterson","K","WAS",86.1,32.9,1.43,58.3,128,-57.9,-74.6,-26.7,205,275,187,32,7,170,0,99,139,-52.9,-9999
"206",185,"Jerome Ford","RB","CLE",120,28.3,0.64,75.5,158,-24,-25.6,-11.3,206,190,132,39,10,110,7.06,64,173,-53,-51
"207",196,"Keon Coleman","WR","BUF",138,24.2,0.592,103,177,-30,-42.2,-18.5,206,212,160,49,9,104,12.5,92,191,-53,-33
"208",198,"Brian Thomas Jr.","WR","JAC",138,12.8,0.481,118,154,-30.6,-27.7,-41.5,206,192,219,49,9,133,11.9,42,191,-53,-33
"209",237,"Zach Ertz","TE","WAS",67.7,16.3,1.36,55.4,99.3,-53.3,-45.4,-43.5,209,218,226,31,10,188,2.32,71,121,-53.3,-103.3
"210",187,"Chuba Hubbard","RB","CAR",119,25.9,4.19,88.9,165,-24.6,-12.3,-5.05,210,146,114,40,10,134,3.43,57,173,-54,-52
"211",199,"Rashid Shaheed","WR","NO",137,17,0.0116,109,162,-31.1,-36.6,-32.9,210,203,202,51,9,145,2.79,65,191,-54,-34
"212",200,"Jerry Jeudy","WR","CLE",137,20.6,1.23,99.9,165,-31.1,-45.4,-30.8,210,217,194,51,9,136,5.08,73,191,-54,-34
"213",239,"Hayden Hurst","TE","LAC",66.3,20,0.0548,33.2,91.6,-54.6,-67.6,-51.3,213,256,241,32,10,170,3.91,94,121,-54.7,-104.7
"214",240,"Tucker Kraft","TE","GB",66.3,7.27,0.805,54.9,74.9,-54.7,-45.9,-68,213,220,268,32,10,180,2.34,47,121,-54.7,-104.7
"215",204,"Xavier Worthy","WR","KC",136,28,0.578,91.7,180,-32.3,-53.5,-15.3,215,236,151,53,9,97.3,13.5,89,191,-55,-35
