"","X","player","position","team","points","sd_pts","dropoff","floor","ceiling","points_vor","floor_vor","ceiling_vor","rank","floor_rank","ceiling_rank","position_rank","tier","adp","aav","uncertainty","replacement_points","vorp","flex_vorp"
"35",38,"Garrett Wilson","WR","NYJ",221,19.9,8.67,205,256,30.2,32.8,45.4,35,32,26,8,4,15.7,44.6,20,191,30,46
"36",35,"Kyle Pitts","TE","ATL",153,15,0.586,136,178,33.6,37.2,34.8,36,29,32,7,3,68.9,10.8,29,124,29,-22
"37",37,"C.J. Stroud","QB","HOU",345,26.8,2.8,315,387,31.6,34.2,40,36,31,29,5,3,48.2,15.8,26,316,29,-9999
"38",36,"Evan Engram","TE","JAC",152,14.5,8.9,129,173,33,30.6,29.4,38,35,38,8,4,75.3,10.9,18,124,28,-23
"39",39,"Joe Burrow","QB","CIN",342,20.7,2.86,320,374,28.8,40,27.2,39,27,41,6,3,58.3,13,14,316,26,-9999
"40",40,"Dak Prescott","QB","DAL",340,17.4,4.59,316,363,26,35.8,15.4,40,30,49,7,3,66.3,12.4,9,316,24,-9999
"41",43,"Deebo Samuel","WR","SF",212,23.5,3.21,191,256,21.5,19.4,46.1,41,46,24,9,5,29.2,27.2,63,191,21,37
"42",50,"Brandon Aubrey","K","DAL",159,13.2,2.08,139,181,15.6,6.35,24.8,42,68,42,1,1,110,3.7,68,139,20,-9999
"43",41,"Jake Ferguson","TE","DAL",143,8.61,0.857,130,153,24.1,30.7,10.3,43,34,54,9,4,85.7,7.43,1,124,19,-32
"44",44,"Anthony Richardson","QB","IND",335,25.2,0.145,305,377,21.4,24.5,30.1,43,42,37,8,3,56.1,14.1,29,316,19,-9999
"45",45,"Jordan Love","QB","GB",335,30.3,3.24,296,376,21.3,15.7,29.1,43,51,39,8,3,69.8,10.6,43,316,19,-9999
"46",42,"David Njoku","TE","CLE",142,10.8,12.6,131,160,23.2,32.4,17,46,33,48,10,5,91.2,5.53,6,124,18,-33
"47",46,"Davante Adams","WR","LVR",209,17.9,1.31,188,233,18.3,16.2,22.9,46,49,44,10,5,28.4,35,34,191,18,34
"48",53,"Justin Tucker","K","BAL",157,4.44,4.64,150,164,13.5,17.7,8.2,46,47,59,2,1,107,4.16,3,139,18,-9999
"49",47,"Kyler Murray","QB","ARI",332,20.6,5.69,297,352,18,16.1,5.16,49,50,65,10,3,70.2,12.6,3,316,16,-9999
"50",48,"Chris Olave","WR","NO",207,7.63,1.6,196,219,17,24.2,8.74,49,43,57,11,5,31.1,28.7,1,191,16,32
"51",49,"Aaron Jones","RB","MIN",187,16.5,4.11,165,209,16.8,12.2,4.66,49,59,67,18,6,59.4,16.5,10,171,16,12
"52",51,"Nico Collins","WR","HOU",206,15.1,1.47,186,228,15.4,14.6,17.8,52,53,46,12,5,30.8,25.2,24,191,15,31
"53",52,"Mike Evans","WR","TB",204,9.61,1.85,193,220,13.9,21.2,9.71,53,45,55,13,5,30.8,29.9,1,191,13,29
"54",63,"Harrison Butker","K","KC",152,6.31,1.66,145,163,8.85,12.5,6.63,53,58,63,3,1,116,2.98,13,139,13,-9999
"55",54,"James Conner","RB","ARI",183,21.4,2.38,160,212,12.7,7.09,8.25,55,65,58,19,6,55.5,16.2,38,171,12,8
"56",56,"Marvin Harrison Jr.","WR","ARI",203,13.4,1.02,185,217,12.1,13.1,6.89,55,56,62,14,5,21.6,38.1,11,191,12,28
"57",65,"Younghoe Koo","K","ATL",151,16.9,4.07,139,183,7.19,6.65,27.4,55,67,40,4,2,141,1.77,77,139,12,-9999
"58",55,"Brock Purdy","QB","SF",326,19,10.3,295,347,12.3,14.2,0.282,58,54,81,11,4,91.7,6.8,23,316,10,-9999
"59",57,"Brandon Aiyuk","WR","SF",201,15.4,1.96,185,228,11.1,12.9,17.6,58,57,47,15,5,37.4,22.6,21,191,10,26
"60",59,"Rhamondre Stevenson","RB","NE",181,16,0.529,169,209,10.3,15.7,5.46,58,52,64,20,6,65.2,12.5,13,171,10,6
"61",60,"Najee Harris","RB","PIT",180,16.8,0.685,160,207,9.79,7.47,2.63,61,64,76,21,6,68.9,13.4,21,171,9,5
"62",61,"David Montgomery","RB","DET",180,19.7,2.63,158,215,9.11,4.68,11.1,61,72,52,21,6,62.5,14.1,31,171,9,5
"63",62,"Drake London","WR","ATL",200,12.6,0.637,184,218,9.11,11.7,7.35,61,60,61,16,5,29.6,28,4,191,9,25
"64",76,"Jets","DST","NYJ",100,10.3,0.568,89.2,112,1.23,-0.225,-0.89,64,84,84,1,1,118,2.32,39,91.4,8.59999999999999,-9999
"65",79,"Cowboys","DST","DAL",99.8,7.82,0.663,89.9,109,0.663,0.538,-3.57,65,81,89,2,1,116,2.46,23,91.4,8.39999999999999,-9999
"66",64,"DK Metcalf","WR","SEA",199,12.8,1.41,188,218,8.48,16.6,7.6,66,48,60,17,5,38.9,23.3,10,191,8,24
"67",73,"Greg Zuerlein","K","NYJ",147,3.89,1.7,141,152,3.12,8.87,-3.76,66,61,90,5,2,161,1.59,1,139,8,-9999
"68",87,"Ravens","DST","BAL",99.1,8.78,1.08,89.4,113,0,0,0,68,82,82,3,2,113,2.58,29,91.4,7.69999999999999,-9999
"69",92,"Browns","DST","CLE",98,11.7,2.24,86.3,118,-1.08,-3.05,4.58,69,96,68,4,3,119,2.07,61,91.4,6.59999999999999,-9999
"70",58,"Dallas Goedert","TE","PHI",130,13.3,6.17,113,147,10.6,13.9,4.13,70,55,71,11,5,116,4.18,15,124,6,-45
"71",66,"Cooper Kupp","WR","LAR",197,14.3,0.507,176,214,7.06,4.04,4.14,70,74,70,18,5,33.5,28.7,23,191,6,22
"72",67,"DeVonta Smith","WR","PHI",197,12.4,0.558,180,210,6.56,7.84,0,70,62,82,18,5,45.2,19.1,9,191,6,22
"73",68,"Zamir White","RB","LVR",177,14.3,5.61,159,195,6.48,6.11,-8.87,70,70,108,23,6,65.2,12.5,14,171,6,2
"74",75,"Jake Elliott","K","PHI",145,7.98,1.14,136,159,1.42,3.35,2.88,70,75,74,6,2,145,2.33,26,139,6,-9999
"75",69,"D.J. Moore","WR","CHI",196,18.6,0.89,174,222,6,1.67,11.6,75,76,51,20,5,43.1,22.4,40,191,5,21
"76",70,"Jaylen Waddle","WR","MIA",196,13.9,0.216,179,213,5.11,6.99,2.26,75,66,77,20,5,42.8,21.6,13,191,5,21
"77",80,"Kaimi Fairbairn","K","HOU",144,10,0.281,134,158,0.281,1.59,2.16,75,77,78,7,2,146,2.14,45,139,5,-9999
"78",86,"Jason Myers","K","SEA",144,10.8,0.00646,129,158,0,-3.29,2.09,75,97,79,7,2,162,1.3,42,139,5,-9999
"79",88,"Cameron Dicker","K","LAC",144,9.59,0.45,127,155,-0.00646,-6.1,-1.33,75,104,85,7,2,157,1.37,35,139,5,-9999
"80",97,"Colts","DST","IND",95.8,14.8,1.14,77.6,116,-3.32,-11.7,3.24,80,123,73,5,4,166,0.5,84,91.4,4.39999999999999,-9999
"81",71,"Stefon Diggs","WR","HOU",195,16.9,4,179,219,4.89,7.56,9.1,81,63,56,22,6,46.6,20.2,54,191,4,20
"82",90,"Evan McPherson","K","CIN",143,8.15,3.11,133,153,-0.456,0,-2.91,81,82,86,10,2,146,2.11,23,139,4,-9999
"83",100,"Texans","DST","HOU",94.6,11.2,0.179,82.2,109,-4.47,-7.17,-3.95,83,107,91,6,4,158,0.6,45,91.4,3.19999999999999,-9999
"84",101,"49ers","DST","SF",94.5,4.8,1.18,90.2,103,-4.64,0.804,-10.2,84,79,115,7,5,107,2.73,10,91.4,3.09999999999999,-9999
"85",110,"Bills","DST","BUF",93.3,10.1,0.343,81.2,106,-5.82,-8.18,-7.49,85,115,103,8,5,136,0.917,42,91.4,1.89999999999999,-9999
"86",113,"Chiefs","DST","KC",92.9,4.5,0.257,85.5,98.1,-6.17,-3.85,-14.9,86,100,129,9,5,140,1.18,3,91.4,1.5,-9999
"87",114,"Eagles","DST","PHI",92.7,8.92,0.357,82.1,102,-6.42,-7.27,-11.1,87,108,117,10,6,160,0.65,26,91.4,1.3,-9999
"88",98,"Cairo Santos","K","CHI",140,11.1,1.2,126,156,-3.56,-6.21,0,88,105,82,11,2,167,1.56,48,139,1,-9999
"89",115,"Steelers","DST","PIT",92.3,5.01,0.929,86,99,-6.78,-3.4,-14,89,99,125,11,7,140,1.37,6,91.4,0.899999999999991,-9999
"90",72,"Brock Bowers","TE","LVR",124,21.3,4.45,81.6,146,4.45,-17.3,3.31,90,142,72,12,6,108,7.61,56,124,0,-51
"91",74,"Jared Goff","QB","DET",316,24.3,2.02,273,347,2.02,-7.96,0,90,113,82,12,4,110,6.9,46,316,0,-9999
"92",77,"Michael Pittman","WR","IND",191,16.5,0.692,171,221,0.891,-0.491,10.8,90,86,53,23,6,44.1,22.6,44,191,0,16
"93",78,"Raheem Mostert","RB","MIA",171,20,0.868,153,209,0.868,0,5.13,90,82,66,24,7,68.6,11.6,39,171,0,-4
"94",81,"Amari Cooper","WR","CLE",191,16.1,0.199,169,211,0.199,-2.44,0.758,90,93,80,23,6,55.8,15.3,29,191,0,16
"95",83,"D'Andre Swift","RB","CHI",171,22.8,0.444,145,208,0,-7.92,4.48,90,112,69,24,7,63.1,13.5,51,171,0,-4
"96",102,"Jake Moody","K","SF",139,6.59,0.207,129,147,-4.76,-4.1,-9.1,90,101,109,12,2,153,1.6,10,139,0,-9999
"97",103,"Blake Grupe","K","NO",139,11.6,0.063,122,153,-4.97,-10.2,-3,90,120,87,12,2,166,0.984,61,139,0,-9999
"98",106,"Matt Gay","K","IND",139,7.32,0.41,131,150,-5.03,-1.5,-6.14,90,89,94,12,2,166,1.28,6,139,0,-9999
"99",117,"Dolphins","DST","MIA",91.4,9.03,2.38,82.1,104,-7.71,-7.3,-9.24,90,110,112,12,8,148,1.03,35,91.4,0,-9999
"100",84,"George Pickens","WR","PIT",190,16.1,3.09,172,213,0,0,2.87,100,82,75,25,6,61.9,11.3,46,191,-1,15
"101",89,"Tony Pollard","RB","TEN",170,15.8,0.667,152,197,-0.444,-1.14,-6.56,100,87,98,26,7,81.9,9.47,17,171,-1,-5
"102",108,"Tyler Bass","K","BUF",138,6.89,0.388,132,149,-5.44,-0.266,-7.34,100,85,101,15,3,164,1.26,16,139,-1,-9999
"103",111,"Jason Sanders","K","MIA",138,6.99,2.7,131,150,-5.83,-1.54,-6.3,100,90,96,15,3,163,1.43,19,139,-1,-9999
"104",82,"Trevor Lawrence","QB","JAC",314,21.1,0.951,278,342,0,-2.8,-4.98,104,95,93,13,4,120,5.14,37,316,-2,-9999
"105",93,"Javonte Williams","RB","DEN",169,16.5,2.19,155,196,-1.11,1.56,-7.4,104,78,102,27,7,90.4,10.5,25,171,-2,-6
"106",122,"Bengals","DST","CIN",89,10.1,2.49,74.6,102,-10.1,-14.8,-11,106,136,116,13,9,151,0.85,65,91.4,-2.40000000000001,-9999
"107",91,"Caleb Williams","QB","CHI",313,22.9,1.33,280,340,-0.951,0,-7.56,107,82,104,14,4,105,8.9,34,316,-3,-9999
"108",95,"Tee Higgins","WR","CIN",187,9.88,2.39,178,203,-3.09,6.2,-6.86,108,69,99,26,6,63.2,13.7,7,191,-4,12
"109",96,"Devin Singletary","RB","NYG",167,23.2,6.69,147,204,-3.3,-6.02,0,108,103,82,28,7,91.9,8.43,55,171,-4,-8
"110",118,"Daniel Carlson","K","LVR",135,10.3,0.795,120,147,-8.53,-13.1,-9.16,108,130,110,17,3,167,1.26,52,139,-4,-9999
"111",130,"Raiders","DST","LVR",86.5,4.22,0.163,81.1,92.3,-12.6,-8.24,-20.7,111,116,152,14,9,168,0.5,19,91.4,-4.90000000000001,-9999
"112",85,"Dalton Schultz","TE","HOU",119,9.58,5,104,133,0,5.31,-9.88,112,71,114,13,6,128,3.81,9,124,-5,-56
"113",94,"Tua Tagovailoa","QB","MIA",311,26,1.58,278,361,-2.28,-2.37,13.8,112,92,50,15,4,107,6.4,51,316,-5,-9999
"114",119,"Cam Little","K","JAC",134,10.3,0.943,124,151,-9.32,-8.33,-4.69,112,117,92,18,3,170,0,84,139,-5,-9999
"115",131,"Seahawks","DST","SEA",86.4,6.5,0.457,75.7,92.8,-12.7,-13.7,-20.2,112,132,149,15,10,170,0.6,52,91.4,-5,-9999
"116",134,"Saints","DST","NO",85.9,6.4,0.368,75.6,92.5,-13.2,-13.8,-20.5,116,134,151,16,10,161,1,16,91.4,-5.5,-9999
"117",136,"Giants","DST","NYG",85.5,8.39,0.202,72.7,95.3,-13.6,-16.7,-17.7,117,140,138,17,11,185,0.5,74,91.4,-5.90000000000001,-9999
"118",99,"Jayden Daniels","QB","WAS",310,24.6,3.18,281,336,-3.87,0.779,-11.5,118,80,118,16,4,101,10.1,40,316,-6,-9999
"119",109,"Malik Nabers","WR","NYG",185,10.9,0.589,172,204,-5.48,-0.175,-6.48,118,83,97,27,6,53.4,22,17,191,-6,10
"120",123,"Chase McLaughlin","K","TB",133,6.92,0.255,121,141,-10.3,-12,-15,118,124,132,19,3,184,0.912,55,139,-6,-9999
"121",124,"Dustin Hopkins","K","CLE",133,10.2,0.0623,119,149,-10.5,-13.2,-7.02,118,131,100,19,3,139,0.998,39,139,-6,-9999
"122",125,"Chris Boswell","K","PIT",133,4.57,1.74,127,139,-10.6,-5.47,-16.5,118,102,135,19,3,164,0.972,29,139,-6,-9999
"123",137,"Jaguars","DST","JAC",85.3,3.92,0.0868,79.6,91.8,-13.8,-9.83,-21.2,123,119,157,18,11,166,0.4,13,91.4,-6.10000000000001,-9999
"124",139,"Packers","DST","GB",85.3,9.72,0.151,67.1,92.9,-13.9,-22.3,-20.1,123,157,148,18,11,169,1.05,55,91.4,-6.10000000000001,-9999
"125",140,"Lions","DST","DET",85.1,11.1,0.758,66.5,98.1,-14,-22.9,-15,125,159,130,20,12,166,0.8,71,91.4,-6.30000000000001,-9999
"126",112,"Zay Flowers","WR","BAL",184,7.18,3.47,176,196,-6.07,4.53,-13.8,126,73,124,28,6,66.4,11.3,3,191,-7,9
"127",143,"Chargers","DST","LAC",84.4,9.81,0.169,71.5,94.8,-14.8,-17.9,-18.2,126,143,141,21,12,168,0.2,87,91.4,-7,-9999
"128",144,"Bears","DST","CHI",84.2,4.21,0.69,77.1,89.2,-14.9,-12.3,-23.8,128,125,166,22,13,150,1.8,1,91.4,-7.2,-9999
"129",147,"Falcons","DST","ATL",83.5,9.97,1.15,66.3,93.9,-15.6,-23,-19.1,129,160,144,23,14,167,0.2,81,91.4,-7.90000000000001,-9999
"130",126,"Matt Prater","K","ARI",131,4.8,1.98,125,138,-12.3,-7.74,-18.1,130,111,140,22,3,169,0,58,139,-8,-9999
"131",116,"Justin Herbert","QB","LAC",307,22.3,6.84,279,332,-7.05,-1.67,-14.8,131,91,128,17,5,127,5.76,49,316,-9,-9999
"132",154,"Rams","DST","LAR",82.3,10.2,0.392,68.8,98.4,-16.8,-20.6,-14.6,132,152,127,24,14,170,0,77,91.4,-9.10000000000001,-9999
"133",156,"Buccaneers","DST","TB",81.9,9.78,1.76,68,91.9,-17.2,-21.4,-21.1,133,155,156,25,15,161,0,68,91.4,-9.5,-9999
"134",104,"Cole Kmet","TE","CHI",114,26.8,0.000339,73,143,-5,-25.9,-0.158,134,165,83,14,6,137,2.95,99,124,-10,-61
"135",105,"Pat Freiermuth","TE","PIT",114,19,0.434,82,137,-5,-16.9,-6.18,134,141,95,14,6,133,3.04,62,124,-10,-61
"136",107,"T.J. Hockenson","TE","MIN",114,24.4,7.93,70.1,143,-5.43,-28.7,0,134,172,82,14,7,129,5.24,97,124,-10,-61
"137",120,"Nathaniel Dell","WR","HOU",181,15.7,2.97,159,207,-9.54,-12.9,-3.51,134,129,88,29,7,65.2,11.2,56,191,-10,6
"138",121,"Brian Robinson","RB","WAS",161,17.8,2.51,131,182,-9.98,-21.7,-21.5,134,156,160,29,7,87.4,7.83,28,171,-10,-14
"139",141,"Joshua Karty","K","LAR",129,7.94,0.0257,120,139,-14.3,-12.6,-16.4,134,127,134,23,3,170,0,74,139,-10,-9999
"140",142,"Jake Bates","K","DET",129,9.56,1.33,114,143,-14.3,-18.8,-13.2,134,146,120,23,4,170,1.7,81,139,-10,-9999
"141",146,"Wil Lutz","K","DEN",128,6.38,1.06,120,136,-15.6,-12.4,-20.3,141,126,150,25,4,172,0.984,32,139,-11,-9999
"142",159,"Commanders","DST","WAS",80.2,17.1,0.348,51.6,95.4,-18.9,-37.8,-17.6,142,183,137,26,16,170,0,99,91.4,-11.2,-9999
"143",160,"Vikings","DST","MIN",79.8,7.52,0.024,68.7,89.8,-19.3,-20.6,-23.2,143,153,163,27,16,170,0.1,48,91.4,-11.6,-9999
