"","player","position","team","points","sd_pts","dropoff","floor","ceiling","points_vor","floor_vor","ceiling_vor","rank","floor_rank","ceiling_rank","position_rank","tier","adp","aav","uncertainty"
"271","Talanoa Hufanga","DB","SF",88.9,28.8,0.12,68,122,-16,-22.2,-2.83,262,323,147,40,"2",NA,7.68,93
"272","Nakobe Dean","LB","PHI",107,7.1,0.125,101,114,-16.1,0,-48.5,265,130,509,30,"2",NA,11.5,1
"273","Decobie Durant","DB","LAR",88.7,11.4,0.111,77.7,99.2,-16.1,-12.5,-25.1,264,227,327,41,"2",NA,2.93,26
"274","Micah Parsons","LB","DAL",106,NA,0.229,NA,NA,-16.2,NA,NA,267,NA,NA,31,"2",NA,17.4,NA
"275","Donovan Wilson","DB","DAL",88.6,17.5,0.656,74.1,108,-16.2,-16.1,-16.5,266,262,257,42,"2",NA,NA,54
"276","Zach Ertz","TE","ARI",92.1,19.1,2.67,65.5,115,-16.4,-31.9,-21.4,268,415,296,22,"7",160,4.22,83
"277","Aaron Rodgers","QB","NYJ",311,18.8,2.08,279,330,-16.5,-23.6,-14.7,271,340,242,16,"5",100,8.74,40
"278","Cardinals","DST","ARI",80.1,6.6,1.1,74.1,92.2,-16.5,-10.8,-18.9,270,210,277,27,"15",170,0,58
"279","Pete Werner","LB","NO",106,22.3,1.7,85.9,129,-16.5,-15.2,-34.1,269,253,392,32,"2",NA,6.79,12
"280","Kyler Gordon","DB","CHI",88,17.3,0.801,73,106,-16.9,-17.2,-18.1,272,275,268,43,"2",NA,NA,52
"281","Tyus Bowser","DL","BAL",57.3,10.2,0.554,49.8,63.8,-17.3,-18.7,-27,273,294,340,38,"6",NA,NA,45
"282","Panthers","DST","CAR",79,7.41,0.351,68.5,87.4,-17.6,-16.4,-23.7,274,264,319,28,"15",168,0,35
"283","Chad Ryland","K","NE",123,14.8,0.591,108,149,-17.7,-21.2,-6.08,276,309,173,26,"3",170,1.5,97
"284","Rodney Thomas II","DB","IND",87.2,7.61,0.0974,79,93.9,-17.7,-11.2,-30.5,275,215,360,44,"2",NA,NA,11
"285","Joey Bosa","DL","LAC",56.8,3.39,0.142,54.3,58.9,-17.8,-14.3,-31.9,279,243,373,39,"6",NA,7.22,22
"286","Jonathan Owens","DB","GB",87.1,29.1,0.0204,68.4,108,-17.8,-21.8,-15.9,277,320,250,45,"2",NA,5.02,94
"287","Marshon Lattimore","DB","NO",87.1,8.99,0.192,79.7,96.8,-17.8,-10.5,-27.5,278,209,346,46,"2",NA,NA,17
"288","Jaxon Smith-Njigba","WR","SEA",140,18.3,4,122,174,-17.9,-13.9,-5.06,280,240,163,43,"8",103,11.5,51
"289","Buccaneers","DST","TB",78.6,11.7,1.86,57.2,89,-18,-27.6,-22.1,282,370,306,29,"16",170,0,87
"290","Dre'Mont Jones","DL","SEA",56.6,16,1.2,47.3,75,-18,-21.3,-15.8,281,312,249,40,"6",NA,NA,64
"291","Carlton Davis","DB","TB",86.9,10.9,0.0471,80.2,99.3,-18,-10,-25,283,202,326,47,"2",NA,NA,24
"292","Terrell Edmunds","DB","PHI",86.8,14.3,0.623,73.8,101,-18,-16.4,-23,284,265,314,48,"2",NA,NA,41
"293","Cody Barton","LB","WAS",104,46.5,0.407,71.3,157,-18.2,-29.8,-5.63,285,391,166,33,"2",NA,NA,92
"294","Wil Lutz","K","NO",123,10.4,1.18,112,137,-18.3,-16.5,-18.3,286,266,271,27,"3",187,1.61,29
"295","Russell Wilson","QB","DEN",309,19.7,18.1,283,328,-18.6,-19.3,-16.1,288,299,252,17,"6",136,5.19,46
"296","Patrick Queen","LB","BAL",104,28.7,0.419,87.7,137,-18.6,-13.4,-25.9,287,235,336,34,"2",NA,5.47,31
"297","Jamaal Williams","RB","NO",128,15.1,5.42,109,150,-18.7,-7.49,-22.1,291,178,307,37,"9",105,5.6,17
"298","Michael Jackson","DB","SEA",86.2,NA,0.0385,NA,NA,-18.7,NA,NA,289,NA,NA,49,"2",NA,NA,NA
"299","Deommodore Lenoir","DB","SF",86.2,23.1,0.163,66.1,110,-18.7,-24.1,-13.9,290,345,233,50,"2",NA,NA,76
"300","Brandon Jones","DB","MIA",86,50.7,0.569,52.1,144,-18.9,-38.1,19.5,292,471,74,51,"2",NA,NA,99
"301","David Long","LB","MIA",104,25.1,0.117,87.7,132,-19,-13.4,-30.6,293,236,364,35,"2",NA,4.82,20
"302","Noah Fant","TE","SEA",89.4,12.6,0.74,69,103,-19.1,-28.5,-33.1,294,378,382,23,"7",183,2.11,54
"303","Gregory Rousseau","DL","BUF",55.4,2.19,1.41,54,57,-19.1,-14.5,-33.8,296,245,389,41,"7",NA,NA,15
"304","Jack Campbell","LB","DET",104,8.09,0.786,95.7,111,-19.1,-5.46,-51.9,295,157,533,36,"2",75.7,NA,2
"305","Charvarius Ward","DB","SF",85.4,14.5,0.622,73.3,101,-19.4,-16.9,-23.3,297,270,315,52,"2",NA,NA,43
"306","Tanner Brown","K","LAR",121,12.9,0.567,110,143,-19.5,-18.5,-11.5,298,292,203,28,"3",170,0,90
"307","Tyler Conklin","TE","NYJ",88.7,9.39,0.59,75.5,100,-19.8,-21.9,-36.3,299,321,411,24,"7",166,2.22,69
"308","Falcons","DST","ATL",76.8,11,2.44,61.5,91.3,-19.8,-23.4,-19.8,300,338,283,30,"17",170,0,90
"309","Jamin Davis","LB","WAS",103,41.7,0.523,79.6,151,-19.9,-21.5,-12.3,301,316,211,37,"2",NA,NA,82
"310","Joey Slye","K","WAS",121,9.25,0.565,111,138,-20,-18.1,-17,302,286,260,29,"3",170,0,77
"311","Adoree Jackson","DB","NYG",84.8,15.7,0.115,74.6,103,-20.1,-15.6,-21.6,303,259,300,53,"2",NA,NA,44
"312","Julian Love","DB","SEA",84.7,3.95,0.115,82.4,89.2,-20.2,-7.86,-35.2,304,182,404,54,"2",NA,3.6,2
"313","Darrick Forrest","DB","WAS",84.6,34.7,0.695,63.1,124,-20.3,-27.1,0,305,365,130,55,"2",NA,NA,96
"314","Cade Otton","TE","TB",88.1,7.76,0.911,80.3,99.8,-20.4,-17.2,-36.4,306,274,412,25,"7",170,1.18,43
"315","Michael Hoecht","LB","LAR",102,NA,1.63,NA,NA,-20.4,NA,NA,307,NA,NA,38,"2",NA,NA,NA
"316","Cade York","K","CLE",120,7.78,1.21,112,133,-20.6,-16.9,-22,309,271,305,30,"3",170,0,39
"317","Jaelan Phillips","DL","MIA",54,1.48,0.619,52.9,55,-20.6,-15.6,-35.8,308,258,409,42,"7",NA,6.5,7
"318","Jayron Kearse","DB","DAL",83.9,15.7,0.172,73.6,102,-21,-16.7,-22.6,310,267,310,56,"2",NA,NA,46
"319","Denico Autry","DL","TEN",53.4,3.68,0.0638,51.1,56.1,-21.2,-17.5,-34.7,312,279,401,43,"7",NA,NA,24
"320","B.J. Hill","DL","CIN",53.3,21.2,0.168,40.5,77.7,-21.2,-28.1,-13.1,314,372,219,44,"7",NA,NA,85
"321","Jimmie Ward","DB","HOU",83.7,4.73,0.0744,78.4,87.2,-21.2,-11.9,-37.1,311,219,417,57,"2",NA,NA,6
"322","Jordan Whitehead","DB","NYJ",83.6,16.6,0.583,71.5,102,-21.2,-18.7,-21.9,313,293,304,58,"2",NA,NA,50
"323","Hayden Hurst","TE","CAR",87.2,11.1,3.66,73.6,102,-21.3,-23.9,-33.9,315,343,391,26,"8",164,2.13,51
"324","Khyiris Tonga","DL","MIN",53.2,51.1,1.23,18.3,88.6,-21.4,-50.3,-2.21,316,553,144,45,"7",NA,NA,99
"325","Anders Carlson","K","GB",119,6.31,3.94,111,128,-21.8,-17.7,-27.1,317,280,342,31,"4",170,0,35
"326","Reed Blankenship","DB","PHI",83.1,25.3,0.141,65.8,101,-21.8,-24.5,-23.8,318,348,320,59,"2",NA,NA,87
"327","Jakobi Meyers","WR","LVR",136,15.3,1.05,120,159,-21.9,-15.9,-20.1,319,260,285,44,"8",136,3.04,34
"328","Jonathan Jones","DB","NE",82.9,12.5,0.272,75.1,97.2,-22,-15.1,-27.1,320,251,343,60,"2",NA,NA,35
"329","Divine Deablo","LB","LVR",101,24.3,0.085,85.5,128,-22.1,-15.6,-34.5,321,257,397,39,"2",NA,9.12,16
"330","Alex Anzalone","LB","DET",100,38.8,0.691,67.3,143,-22.1,-33.8,-20.2,322,429,286,40,"2",NA,6.65,67
"331","Raiders","DST","LVR",74.3,11.5,1.6,61.2,91.7,-22.3,-23.6,-19.4,325,339,280,31,"18",170,0,99
"332","Von Miller","DL","BUF",51.9,4.67,0.0762,48.5,54.9,-22.6,-20,-35.9,327,303,410,46,"7",NA,2.71,25
"333","Montez Sweat","DL","WAS",51.9,18.3,0.128,40.1,72.8,-22.7,-28.4,-18,328,375,267,47,"7",NA,NA,75
"334","Alex Highsmith","DL","PIT",51.7,6.51,1.46,47,55.9,-22.8,-21.6,-34.9,330,319,403,48,"8",NA,5.38,35
"335","Quincy Williams","LB","NYJ",99.8,28.4,0.123,84,132,-22.8,-17.1,-30.5,329,273,361,41,"2",NA,4.73,29
"336","Treylon Burks","WR","TEN",135,25.1,1.29,96.4,164,-22.9,-39.3,-15.5,332,479,246,45,"8",122,3.19,80
"337","Alex Highsmith","LB","PIT",99.7,NA,0.26,NA,NA,-23,NA,NA,333,NA,NA,42,"2",NA,5.38,NA
"338","Christian Harris","LB","HOU",99.4,30.6,0.191,75,133,-23.2,-26.1,-29.9,335,356,358,43,"2",NA,2.95,39
"339","Zaven Collins","LB","ARI",99.2,32.6,2.02,78.6,123,-23.4,-22.6,-39.6,336,330,435,44,"2",NA,NA,41
"340","Bears","DST","CHI",72.7,14.4,0,47.5,88.2,-23.9,-37.4,-22.9,338,462,312,32,"18",170,0,97
"341","Raheem Mostert","RB","MIA",122,21.3,2.66,103,159,-24.1,-13.6,-12.6,339,237,214,38,"9",130,4.2,54
"342","Odell Beckham","WR","BAL",133,22,0.137,104,162,-24.2,-31.2,-17.2,340,406,262,46,"8",114,5.05,87
"343","Josh Allen","DL","JAC",50.3,17.9,0.431,37.1,61.7,-24.3,-31.4,-29.1,343,409,352,49,"8",NA,8.71,71
"344","Kadarius Toney","WR","KC",133,21.6,2.33,96.2,155,-24.4,-39.5,-24.9,344,483,324,47,"8",123,2.87,83
"345","Chandler Jones","DL","LVR",49.9,1.91,0.323,48.6,51.3,-24.7,-19.9,-39.6,345,302,436,50,"8",NA,NA,13
"346","Mike Gesicki","TE","NE",83.5,21,1.38,63.4,119,-25,-34.1,-17.5,347,432,263,27,"8",176,1.78,91
"347","Dean Lowry","DL","MIN",49.5,46.4,0.471,17.9,81.7,-25.1,-50.7,-9.17,349,557,187,51,"8",NA,NA,98
"348","Quay Walker","LB","GB",97.2,27.2,0.665,79.6,128,-25.4,-21.5,-34.6,351,315,399,45,"2",NA,NA,24
"349","Michael Hoecht","DL","LAR",49.1,4.67,0.957,46.1,52.5,-25.5,-22.5,-38.3,352,326,424,52,"8",NA,NA,25
"350","Caleb Shudak","K","FA",115,NA,3.15,NA,NA,-25.7,NA,NA,353,NA,NA,32,"4",NA,NA,99
"351","Shaq Green-Thompson","LB","CAR",96.5,45.7,0.912,70.6,149,-26.1,-30.5,-13.9,354,400,232,46,"2",NA,6.79,90
"352","Taysom Hill","TE","NO",82.2,29.1,0.431,49.8,136,-26.3,-47.7,0,356,540,130,28,"8",157,2.45,97
"353","James Houston","DL","DET",48.1,NA,0.1,NA,NA,-26.5,NA,NA,357,NA,NA,53,"8",NA,NA,NA
"354","Leonard Floyd","DL","BUF",48,NA,0.0737,NA,NA,-26.6,NA,NA,359,NA,NA,54,"8",NA,NA,NA
"355","Zay Flowers","WR","BAL",131,6.73,0.983,122,138,-26.7,-13.8,-41.5,363,238,451,48,"8",110,9.01,1
"356","Travon Walker","DL","JAC",47.9,1.41,0.491,47,49,-26.7,-21.5,-41.9,361,317,456,55,"8",NA,NA,4
"357","Jeffery Wilson","RB","MIA",119,30.4,1.47,84.8,166,-26.8,-31.6,-6.21,365,412,175,39,"9",142,2.6,82
"358","Dawson Knox","TE","BUF",81.7,23.2,0.355,51,117,-26.8,-46.4,-18.9,364,532,278,29,"8",144,2.26,89
"359","Matt Judon","LB","NE",95.6,NA,1.28,NA,NA,-27,NA,NA,367,NA,NA,47,"2",NA,7.9,NA
"360","Luke Musgrave","TE","GB",81.4,26.2,1.09,31.7,104,-27.1,-65.7,-32.2,368,601,377,30,"8",156,2.9,99
"361","Brandon Graham","DL","PHI",47.4,2.19,0.416,46,49,-27.1,-22.5,-41.8,369,327,452,56,"8",NA,NA,15
"362","Kenny Clark","DL","GB",47,26,0.0474,29.1,76.6,-27.6,-39.4,-14.2,371,480,238,57,"8",NA,NA,96
"363","Bud Dupree","DL","ATL",47,1.48,0.273,46,48.1,-27.6,-22.5,-42.8,373,328,462,58,"8",NA,NA,5
"364","Allen Lazard","WR","NYJ",130,18.6,1.02,105,158,-27.7,-30.3,-21.6,374,398,299,49,"8",136,3.5,59
"365","Jermaine Johnson","DL","NYJ",46.7,NA,0.0956,NA,NA,-27.9,NA,NA,377,NA,NA,59,"8",NA,NA,NA
"366","Yannick Ngakoue","DL","CHI",46.6,8.56,0.836,41.1,52.9,-28,-27.4,-37.9,378,369,421,60,"8",NA,NA,42
"367","Ezekiel Elliott","RB","NE",118,25.5,0.00438,95.2,164,-28.2,-21.2,-8.14,382,310,184,40,"9",124,6.46,85
"368","Logan Thomas","TE","WAS",80.3,7.1,0.617,74.4,94.3,-28.2,-23,-41.9,381,336,457,31,"8",170,1.79,29
"369","Leonard Fournette","RB","FA",118,NA,0.1,NA,NA,-28.3,NA,NA,383,NA,NA,41,"9",161,3.2,94
"370","Haason Reddick","LB","PHI",94.4,NA,0.5,NA,NA,-28.3,NA,NA,384,NA,NA,48,"2",NA,9.22,NA
"371","Kareem Hunt","RB","FA",118,NA,1.99,NA,NA,-28.4,NA,NA,385,NA,NA,42,"9",157,4.5,93
"372","Tyler Boyd","WR","CIN",129,11.7,0.0243,112,142,-28.7,-23.7,-37.6,387,341,420,50,"8",146,2.79,23
"373","Rondale Moore","WR","ARI",129,20.2,2.84,108,160,-28.7,-28.1,-19.7,388,373,282,51,"8",144,1.81,82
"374","Jelani Woods","TE","IND",79.7,12.1,3.89,60.4,92.4,-28.8,-37.1,-43.8,391,460,469,32,"8",171,1.45,57
"375","Elandon Roberts","LB","PIT",93.8,38.8,0.0854,68.7,138,-28.8,-32.4,-24.7,389,416,322,49,"2",NA,NA,69
"376","Nicholas Morrow","LB","PHI",93.8,33.5,0.0798,66.9,131,-28.9,-34.3,-31.9,393,433,375,50,"2",NA,NA,47
"377","Leighton Vander Esch","LB","DAL",93.7,36.7,0.339,69.7,136,-29,-31.4,-27.3,395,407,344,51,"2",NA,5.71,61
"378","Denzel Perryman","LB","HOU",93.3,37.4,0.486,71.6,136,-29.3,-29.5,-26.6,400,387,338,52,"2",NA,NA,63
"379","Jaelan Phillips","LB","MIA",92.9,NA,0.28,NA,NA,-29.8,NA,NA,404,NA,NA,53,"2",NA,6.5,NA
"380","Azeez Al-Shaair","LB","TEN",92.6,49.6,0.45,62.8,149,-30.1,-38.3,-13.5,407,472,223,54,"2",NA,7.49,96
"381","Rashaad Penny","RB","PHI",116,18.6,2.36,86.3,133,-30.3,-30.1,-38.5,412,395,426,43,"10",111,4.18,56
"382","Joey Bosa","LB","LAC",92.1,NA,0.0936,NA,NA,-30.5,NA,NA,414,NA,NA,55,"2",NA,7.22,NA
"383","Ja'Whaun Bentley","LB","NE",92,38.4,0.505,70.2,136,-30.6,-30.9,-26.7,416,403,339,56,"2",NA,3.6,65
"384","Robert Spillane","LB","LVR",91.5,53.9,0.364,61.7,153,-31.1,-39.5,-9.49,421,481,189,57,"2",NA,NA,99
"385","Willie Gay","LB","KC",91.2,21.5,0.544,78.2,116,-31.5,-22.9,-47,422,335,501,58,"2",NA,5.81,8
"386","Nico Collins","WR","HOU",126,12.5,1.01,109,144,-31.6,-26.7,-35.7,423,364,408,52,"8",140,2.49,24
"387","Germaine Pratt","LB","CIN",90.6,35.9,0.0722,66.8,132,-32,-34.3,-31.3,426,434,368,59,"2",NA,NA,55
"388","Demario Davis","LB","NO",90.6,35,1.74,67.1,130,-32.1,-34.1,-32.4,427,431,378,60,"2",NA,7.03,53
"389","Zay Jones","WR","JAC",125,18.5,1.84,99.2,148,-32.6,-36.5,-31,432,454,366,53,"8",146,2.35,61
"390","Elijah Mitchell","RB","SF",114,7.78,4.37,102,125,-32.7,-14.2,-46.5,433,241,495,44,"10",127,3.53,1
"391","Jake Ferguson","TE","DAL",75.8,21.3,4.99,42.7,97.8,-32.7,-54.7,-38.4,434,570,425,33,"9",162,1.8,94
"392","D.J. Chark","WR","CAR",123,18.8,0.45,106,158,-34.4,-29.3,-20.9,449,386,293,54,"8",151,3.27,73
"393","Adam Thielen","WR","CAR",123,18.2,0.38,103,155,-34.9,-32.5,-24.5,452,417,321,55,"8",137,3.47,70
"394","Romeo Doubs","WR","GB",122,14.8,1.05,104,146,-35.3,-31.2,-33.6,458,405,387,56,"8",139,3.54,58
"395","Marquez Valdes-Scantling","WR","KC",121,17.8,0.0139,98.9,145,-36.3,-36.7,-34.3,465,458,395,57,"8",165,3.01,85
"396","Skyy Moore","WR","KC",121,27.5,0.109,78.5,163,-36.3,-57.2,-16.3,466,577,254,58,"8",120,3.96,93
"397","Darnell Mooney","WR","CHI",121,13.2,1.72,105,140,-36.4,-30.5,-39.6,468,401,437,59,"8",154,2.46,41
"398","Anthony Richardson","QB","IND",291,40.2,2.44,219,332,-36.7,-83.4,-12.1,469,666,208,18,"7",113,11.6,69
"399","Zach Charbonnet","RB","SEA",109,17.2,2.01,90,129,-37.1,-26.4,-42.6,474,359,460,45,"10",109,7.29,24
"400","Michael Mayer","TE","LVR",70.8,21.4,8.36,33.8,99.1,-37.7,-63.7,-37.1,486,593,418,34,"9",159,4.93,86
"401","Russell Gage","WR","TB",119,NA,0.0802,NA,NA,-38.1,NA,NA,493,NA,NA,60,"8",NA,NA,99
"402","Curtis Samuel","WR","WAS",119,12.8,1.66,102,138,-38.2,-33.3,-41.4,495,426,450,61,"9",178,2.34,66
"403","Jerick McKinnon","RB","KC",107,27.1,1.01,80.8,156,-39.1,-35.6,-15.7,505,443,247,46,"10",127,4.2,72
"404","Derek Carr","QB","NO",289,19.9,4.29,262,315,-39.2,-40.1,-29.6,506,489,354,19,"7",141,4.01,49
"405","K.J. Osborn","WR","MIN",118,23.3,0.136,82.1,148,-39.9,-53.6,-31.6,513,563,371,62,"9",160,2.97,89
"406","Michael Gallup","WR","DAL",118,18,1.26,91.5,133,-40,-44.1,-46.9,516,512,500,63,"9",156,2.28,75
"407","Tyler Allgeier","RB","ATL",106,18.4,1.38,83.7,133,-40.1,-32.7,-38.6,519,421,427,47,"10",133,2.42,46
"408","DeVante Parker","WR","NE",116,24.6,0.621,95.2,154,-41.3,-40.5,-25.6,535,492,333,64,"9",174,2.63,90
"409","Devin Singletary","RB","HOU",105,18.8,0.21,81.3,137,-41.5,-35.1,-35.3,536,438,407,48,"10",144,2.96,51
"410","Damien Harris","RB","BUF",105,22.7,1.51,72.6,134,-41.7,-43.8,-38,540,509,422,49,"10",129,2.84,63
"411","Elijah Moore","WR","CLE",116,34.2,0.226,53.3,158,-41.9,-82.3,-21.7,541,663,303,65,"9",125,3.15,97
"412","Quentin Johnston","WR","LAC",115,22.6,1.13,77.1,143,-42.1,-58.5,-36.9,542,580,416,66,"9",123,8.66,77
"413","Chuba Hubbard","RB","CAR",103,21.6,0.748,78.8,139,-43.2,-37.6,-33.2,562,466,384,50,"10",159,1.71,68
"414","Jarvis Landry","WR","FA",114,NA,0.775,NA,NA,-43.3,NA,NA,564,NA,NA,67,"9",NA,NA,99
"415","Kenny Pickett","QB","PIT",284,21.3,1.67,267,323,-43.4,-36,-21.4,566,448,297,20,"7",144,2.74,54
"416","Jaylen Warren","RB","PIT",102,12.6,3.08,87.4,120,-43.9,-28.9,-51.5,571,383,529,51,"10",128,4.69,14
"417","Hunter Renfrow","WR","LVR",114,9.61,0.791,99.8,129,-44,-35.8,-50,574,446,522,68,"9",172,2.44,46
"418","Donovan Peoples-Jones","WR","CLE",113,28.8,3.84,87.8,165,-44.8,-47.9,-14.8,578,542,243,69,"9",156,2.03,94
"419","Matthew Stafford","QB","LAR",283,24.4,5.43,242,316,-45.1,-61.1,-28.8,581,590,350,21,"7",148,3.41,51
"420","Trey McBride","TE","ARI",62.4,16.9,1.76,44.4,89.1,-46.1,-53,-47.1,587,561,502,35,"9",170,1.38,80
"421","Kenneth Gainwell","RB","PHI",99.2,24.9,0.455,68.9,135,-47,-47.5,-36.5,597,537,414,52,"10",136,2.88,75
"422","DOnta Foreman","RB","CHI",98.8,28,12.6,62.1,141,-47.5,-54.3,-31.4,604,568,369,53,"11",140,2.36,83
"423","Isaiah Likely","TE","BAL",60.7,20.9,0.757,36.7,96.9,-47.8,-60.8,-39.3,609,588,431,36,"10",186,2.63,77
"424","Alec Pierce","WR","IND",109,22.4,0.0432,90,149,-48.7,-45.6,-30.5,616,524,362,70,"9",173,1.31,86
"425","Mecole Hardman","WR","NYJ",109,25.4,1.93,86.5,153,-48.7,-49.2,-26.1,617,549,337,71,"9",178,1.39,92
"426","Jordan Love","QB","GB",277,18.7,6.45,258,310,-50.5,-45,-34.8,631,520,402,22,"7",154,5.08,57
"427","Rashod Bateman","WR","BAL",107,32,0.39,46,135,-50.6,-89.6,-44.2,632,702,478,72,"9",136,2.12,96
"428","Brock Purdy","QB","SF",271,31.9,2.77,229,319,-57,-73.7,-25.2,673,621,330,23,"8",145,5.4,83
"429","Jimmy Garoppolo","QB","LVR",268,21.2,4.99,242,298,-59.8,-60.2,-46.7,693,586,497,24,"8",157,4.48,63
"430","Tank Bigsby","RB","JAC",86.1,14.9,0.744,61.1,104,-60.1,-55.3,-67.8,696,572,613,54,"11",128,5.08,52
"431","Devon Achane","RB","MIA",85.4,46.6,1.04,20.6,159,-60.8,-95.8,-12.7,701,739,215,55,"11",127,4.44,99
"432","Cordarrelle Patterson","RB","ATL",84.4,13.7,1.32,64,98.9,-61.9,-52.4,-73.1,706,560,628,56,"11",160,2.05,61
"433","Gus Edwards","RB","BAL",83.1,12.9,3.51,61.9,96.8,-63.2,-54.5,-75.1,720,569,637,57,"12",160,1.88,37
"434","Bryce Young","QB","CAR",263,17.3,6.01,243,288,-64.8,-60,-56.6,736,585,571,25,"8",153,11.2,60
"435","Chase Edmonds","RB","TB",79.5,26.8,0.382,27.2,102,-66.7,-89.2,-70.3,748,695,624,58,"12",174,2.39,90
"436","Tyjae Spears","RB","TEN",79.2,22.8,3.1,55.1,121,-67.1,-61.3,-51.1,750,591,528,59,"12",151,4.82,89
"437","Joshua Kelley","RB","LAC",76.1,19.3,0.0775,45.6,97.5,-70.2,-70.8,-74.4,774,613,634,60,"12",171,2.24,66
"438","Zamir White","RB","LVR",76,28,0.337,50,118,-70.3,-66.4,-53.7,775,602,546,61,"12",151,2.36,87
"439","Jerome Ford","RB","CLE",75.7,20.5,1.17,40.6,93.9,-70.6,-75.8,-78.1,783,628,648,62,"12",170,2.75,73
"440","Ryan Tannehill","QB","TEN",257,30.9,0.885,222,305,-70.8,-80.4,-39.5,785,652,433,26,"8",154,4.61,80
"441","Mac Jones","QB","NE",256,30.2,6.97,223,288,-71.7,-80,-56.8,790,649,572,27,"9",153,3.26,71
"442","Clyde Edwards-Helaire","RB","KC",74.5,20.8,6.81,40.7,96.5,-71.8,-75.7,-75.4,791,627,639,63,"12",157,3.1,76
"443","C.J. Stroud","QB","HOU",249,24.5,0.921,224,285,-78.6,-78.6,-59.6,830,642,588,28,"9",140,14.5,66
"444","Kyren Williams","RB","LAR",67.7,11.4,1.39,46.9,80.3,-78.6,-69.5,-91.7,829,610,686,64,"12",173,1.72,62
"445","Sam Howell","QB","WAS",248,49.7,19.3,174,308,-79.5,-129,-36.4,836,876,413,29,"10",154,3.23,97
"446","Deuce Vaughn","RB","DAL",66.3,22.8,5.48,43.2,93.7,-80,-73.2,-78.2,839,620,649,65,"13",152,3.9,92
"447","Keaontay Ingram","RB","ARI",60.8,10.7,0.419,46.8,69.3,-85.4,-69.6,-103,869,611,724,66,"13",195,2.56,70
"448","Kenyan Drake","RB","IND",60.4,23.4,0.185,44.3,76.4,-85.9,-72.1,-95.5,870,618,696,67,"13",NA,3.77,86
"449","J.D. McKissic","RB","FA",60.2,NA,0.8,NA,NA,-86.1,NA,NA,872,NA,NA,68,"13",NA,NA,80
"450","Darrell Henderson","RB","FA",59.4,NA,1.38,NA,NA,-86.9,NA,NA,877,NA,NA,69,"13",NA,NA,25
"451","Sean Tucker","RB","TB",58,31.1,2.08,26.1,85.8,-88.2,-90.3,-86.2,883,707,672,70,"13",150,2.71,96
"452","Roschon Johnson","RB","CHI",55.9,41.1,0.109,4.9,109,-90.3,-111,-62.7,898,819,600,71,"13",136,4.67,97
"453","Rico Dowdle","RB","DAL",55.8,47.1,0.431,25.2,121,-90.4,-91.2,-50.7,899,716,525,72,"13",180,8.38,99
"454","Kyler Murray","QB","ARI",229,32.6,1.61,191,273,-98.9,-112,-71,975,821,626,30,"10",160,5.6,86
"455","Desmond Ridder","QB","ATL",227,27.8,13.5,186,264,-101,-117,-80.9,986,842,656,31,"10",153,3.83,77
"456","Baker Mayfield","QB","TB",214,65.5,127,120,288,-114,-183,-56,1060,909,567,32,"11",155,4.81,99
"457","Matt Ryan","QB","FA",87.2,NA,5.47,NA,NA,-241,NA,NA,1280,NA,NA,33,"11",NA,NA,89
"458","Colt McCoy","QB","ARI",81.7,33.4,12.3,30.4,127,-246,-272,-217,1280,911,912,34,"12",170,3,74
"459","Kyle Trask","QB","TB",69.4,47.6,0.775,6.45,114,-258,-296,-231,1280,936,913,35,"12",170,2.12,91
"460","Gardner Minshew","QB","IND",68.6,56.5,4.19,13.2,159,-259,-289,-185,1280,919,910,36,"12",170,1.74,94
