"","player","position","team","points","sd_pts","dropoff","floor","ceiling","points_vor","floor_vor","ceiling_vor","rank","floor_rank","ceiling_rank","position_rank","tier","adp","aav","uncertainty"
"245","Wan'Dale Robinson","WR","NYG",115,13.3,4,98.1,133,-75.2,-73.7,-77.7,253,240,254,67,"11",177,1.72,67
"246","Kareem Hunt","RB","FA",94.5,NA,2.33,NA,NA,-76,NA,NA,256,NA,NA,50,"11",NA,NA,99
"247","Russell Wilson","QB","PIT",235,28.8,29.3,197,271,-78.4,-83.5,-76.2,259,265,252,30,"9",157,4.56,83
"248","Khalil Herbert","RB","CHI",92.2,20.7,12.2,71.1,129,-78.4,-81.9,-75.4,260,259,250,51,"12",152,2.37,77
"249","Dontayvion Wicks","WR","GB",111,18.2,3.86,84,141,-79.2,-87.9,-69.5,261,272,239,68,"11",153,2.69,91
"250","Marvin Mims","WR","DEN",107,12.5,0.494,91.6,126,-83,-80.3,-84.4,266,254,269,69,"11",180,2.1,66
"251","Ja'Lynn Polk","WR","NE",107,36.5,1.47,30.8,140,-83.5,-141,-69.8,267,394,241,70,"11",153,2.89,99
"252","Darius Slayton","WR","NYG",105,13.9,0.906,92.7,127,-85,-79.1,-82.9,270,251,268,71,"11",171,1.48,76
"253","Demarcus Robinson","WR","LAR",105,17.9,1.49,78.5,131,-85.9,-93.3,-79.2,273,301,259,72,"11",170,1.9,96
"254","Ray Davis","RB","BUF",80,17.1,0.00342,65,108,-90.6,-88,-95.9,285,273,290,52,"12",148,3.29,66
"255","MarShawn Lloyd","RB","GB",80,20.7,0.224,53,113,-90.6,-100,-91,286,325,280,53,"12",146,3.29,79
"256","Jordan Mason","RB","SF",79.8,18.4,1.14,49.1,101,-90.8,-104,-103,288,329,314,54,"12",160,3.44,94
"257","Bucky Irving","RB","TB",78.6,13.4,1.32,61.6,101,-91.9,-91.4,-103,293,289,311,55,"12",153,3.64,52
"258","Jamaal Williams","RB","NO",77.3,6.94,1.48,70.7,89.8,-93.2,-82.3,-114,297,262,341,56,"12",176,2.87,24
"259","Alexander Mattison","RB","LVR",75.8,13.2,2.15,54.1,94.8,-94.7,-98.8,-109,303,324,328,57,"12",174,2.17,54
"260","Braelon Allen","RB","NYJ",73.7,16.8,5.55,57.2,102,-96.9,-95.8,-102,313,314,310,58,"12",158,4.07,69
"261","Roschon Johnson","RB","CHI",68.1,22.4,0.673,41.3,98.8,-102,-112,-105,334,336,318,59,"13",171,1.17,80
"262","Tyrone Tracy","RB","NYG",67.4,22.4,2.7,38.3,104,-103,-115,-100,339,342,302,60,"13",156,3.43,97
"263","Samaje Perine","RB","DEN",64.7,20.7,0.459,34,97.4,-106,-119,-106,349,346,322,61,"13",166,2.21,92
"264","Miles Sanders","RB","CAR",64.3,21.3,1.35,32.2,91,-106,-121,-113,351,348,334,62,"13",177,2.04,83
"265","Gardner Minshew","QB","LVR",206,44.6,39.9,149,267,-108,-131,-80,356,363,261,31,"10",157,4.67,86
"266","Kenneth Gainwell","RB","PHI",62.9,29.5,2.59,19.5,100,-108,-133,-104,355,371,315,63,"13",172,1.51,93
"267","Clyde Edwards-Helaire","RB","KC",60.3,20.8,0.0597,26.1,83.3,-110,-127,-121,362,358,360,64,"13",174,1.94,85
"268","Jerick McKinnon","RB","FA",60.3,12.7,1.02,52.2,69.7,-110,-101,-134,363,328,393,65,"13",NA,NA,70
"269","Justice Hill","RB","BAL",59.3,26,1.67,17.9,99.7,-111,-135,-104,365,377,316,66,"13",171,2.88,90
"270","Dameon Pierce","RB","HOU",57.6,8.04,1.01,47.2,69.9,-113,-106,-134,373,330,392,67,"13",165,1.68,41
"271","Jaylen Wright","RB","MIA",56.6,34.9,1.3,7.19,102,-114,-146,-101,375,411,307,68,"13",140,3.35,99
"272","DOnta Foreman","RB","CLE",55.3,13.5,2.64,40.1,73.9,-115,-113,-130,383,338,385,69,"13",182,1.62,72
"273","Tank Bigsby","RB","JAC",52.6,10.5,1.44,34.6,64.7,-118,-118,-139,390,345,403,70,"13",174,1.28,46
"274","Audric Estime","RB","DEN",51.2,24.6,0.884,11.5,77.3,-119,-142,-127,391,395,374,71,"14",167,2.63,89
"275","Keaton Mitchell","RB","BAL",50.3,16.4,0.389,32.2,70.6,-120,-121,-133,393,347,390,72,"14",180,2.59,76
"276","Drake Maye","QB","NE",166,76.3,49.8,64.2,259,-148,-216,-87.7,474,497,275,32,"11",136,6.47,97
"277","Jacoby Brissett","QB","NE",116,81.1,1.3,42.3,240,-197,-238,-108,591,500,325,33,"11",170,2.3,99
"278","Justin Fields","QB","PIT",115,56,40,42.8,188,-199,-238,-159,592,499,428,34,"12",176,3.44,94
"279","Aidan O'Connell","QB","LVR",74.9,43.3,8.32,25.3,130,-239,-255,-217,593,501,501,35,"12",170,3.14,89
"280","Taysom Hill","QB","NO",66.5,12.6,10.7,57.7,74.6,-247,-223,-273,594,498,502,36,"13",149,2.4,80
